0x205c211A68E0b8C1a97D61b0B09099231b3C160D,9000,18000
0x960cC811e5eF36760f5c679AF90e821B10385e04,20000,40000
0x553dE6c52CA165f63196b5dD80817f8636d029AC,40000,80000
0xeFC05B0D0C8bE8D4Cb3a220ef582E9f7E6FBCd00,7000,14000
0x3f4d0a6654c8365B42DcAa8AA92d9034e2A6141f,10000,20000
0x2BeAF7d6B07Da1F56628Ce274eFf30fEEafD48b6,5555,11110
0x849D046dfb65E7Bd680F5022613c1C8Ae9a52367,10000,20000
0x3c5B25331C30937ac324D3F20Af0CAA70e645588,10000,20000
0xE763A714a1272E9F20B979a24eB0f12C243455af,40000,80000
0x1F9C822097a6eDe8dEF937356863E37A18b97278,2000,4000
0x23aF8Ae39BFdF6bf0AeeB849D6E60C8e5a342CC4,33333,66666
